Договор,Дата_документа,Документ,Описание_работ,Тип_работ,Месторождение,Скважина,Сумма,НДС
Договор 111,2023-05-10,Акт об оказании производственных услуг ДРЛ00000284 от 10.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Монтаж м/р Западно-Усть-Балыкское куст 13 скважина 1072, руб",Монтаж,Западно-Усть-Балыкское,1072,5266019.7,877669.95
Договор 111,2023-05-10,Акт об оказании производственных услуг ДРЛ00000284 от 10.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Переезд м/р Западно-Усть-Балыкское куст 13 скважина 1072, руб",Переезд,Западно-Усть-Балыкское,1072,4032818.24,672136.37
Договор 111,2023-05-10,Акт об оказании производственных услуг ДРЛ00000293 от 10.05.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 13 скважина 1072, руб",Бурение,Западно-Усть-Балыкское,1072,258338.51,43056.42
Договор 111,2023-06-08,Акт об оказании производственных услуг ДРЛ00000373 от 08.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 3 скважина 87, руб",Бурение,Западно-Усть-Балыкское,87,58276095.13,9712682.52
Договор 111,2023-06-08,Акт об оказании производственных услуг ДРЛ00000373 от 08.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Демонтаж м/р Западно-Усть-Балыкское куст 3 скважина 87, руб",Демонтаж,Западно-Усть-Балыкское,87,3242721.82,540453.64
Договор 111,2023-06-08,Акт об оказании производственных услуг ДРЛ00000373 от 08.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Монтаж м/р Западно-Усть-Балыкское куст 3 скважина 87, руб",Монтаж,Западно-Усть-Балыкское,87,5266019.7,877669.95
Договор 111,2023-06-08,Акт об оказании производственных услуг ДРЛ00000373 от 08.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Переезд м/р Западно-Усть-Балыкское куст 3 скважина 87, руб",Переезд,Западно-Усть-Балыкское,87,4032818.24,672136.37
Договор 111,2023-06-08,Акт об оказании производственных услуг ДРЛ00000378 от 08.06.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 3 скважина 87, руб",Бурение,Западно-Усть-Балыкское,87,300000.0,50000.0
Договор 111,2023-07-04,Акт об оказании производственных услуг ДРЛ00000459 от 04.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 1 скважина 138, руб",Бурение,Западно-Усть-Балыкское,138,300000.0,50000.0
Договор 111,2023-07-04,Акт об оказании производственных услуг ДРЛ00000460 от 04.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 1 скважина 138, руб",Бурение,Западно-Усть-Балыкское,138,45448287.46,7574714.58
Договор 111,2023-07-04,Акт об оказании производственных услуг ДРЛ00000460 от 04.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Демонтаж м/р Западно-Усть-Балыкское куст 1 скважина 138, руб",Демонтаж,Западно-Усть-Балыкское,138,3242721.82,540453.64
Договор 111,2023-07-04,Акт об оказании производственных услуг ДРЛ00000460 от 04.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Монтаж м/р Западно-Усть-Балыкское куст 1 скважина 138, руб",Монтаж,Западно-Усть-Балыкское,138,5266019.7,877669.95
Договор 111,2023-07-04,Акт об оказании производственных услуг ДРЛ00000460 от 04.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Переезд м/р Западно-Усть-Балыкское куст 1 скважина 138, руб",Переезд,Западно-Усть-Балыкское,138,4032818.24,672136.37
Договор 111,2023-07-06,Акт об оказании производственных услуг ДРЛ00000458 от 06.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 1 скважина 138, руб",Бурение,Западно-Усть-Балыкское,138,600000.0,100000.0
Договор 111,2023-07-15,Акт об оказании производственных услуг ДРЛ00000463 от 15.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 1 скважина 138, руб",Бурение,Западно-Усть-Балыкское,138,460800.0,76800.0
Договор 111,2023-07-26,Акт об оказании производственных услуг ДРЛ00000495 от 26.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Западно-Усть-Балыкское куст 3 скважина 91, руб",Бурение,Западно-Усть-Балыкское,91,37711880.3,6285313.38
Договор 111,2023-07-26,Акт об оказании производственных услуг ДРЛ00000495 от 26.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Демонтаж м/р Западно-Усть-Балыкское куст 3 скважина 91, руб",Демонтаж,Западно-Усть-Балыкское,91,3242721.82,540453.64
Договор 111,2023-07-26,Акт об оказании производственных услуг ДРЛ00000495 от 26.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Монтаж м/р Западно-Усть-Балыкское куст 3 скважина 91, руб",Монтаж,Западно-Усть-Балыкское,91,5266019.7,877669.95
Договор 111,2023-07-26,Акт об оказании производственных услуг ДРЛ00000495 от 26.07.2023 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Переезд м/р Западно-Усть-Балыкское куст 3 скважина 91, руб",Переезд,Западно-Усть-Балыкское,91,4032818.24,672136.37
Договор 111,2025-12-22,Акт об оказании производственных услуг ДРЛ00001000 от 22.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 51 скважина 4222, руб",Бурение,Тайлаковское,4222,73639912.86,12273318.81
Договор 111,2025-12-22,Акт об оказании производственных услуг ДРЛ00001000 от 22.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 51 скважина 4222, руб",Демонтаж,Тайлаковское,4222,3628605.71,604767.62
Договор 111,2025-12-22,Акт об оказании производственных услуг ДРЛ00001000 от 22.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 51 скважина 4222, руб",Монтаж,Тайлаковское,4222,5892676.04,982112.67
Договор 111,2025-12-22,Акт об оказании производственных услуг ДРЛ00001000 от 22.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 51 скважина 4222, руб",Переезд,Тайлаковское,4222,5660895.95,943482.66
Договор 111,2025-12-29,Акт об оказании производственных услуг ДРЛ00001027 от 29.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 60 скважина 1744 ББ21, руб",Бурение,Тайлаковское,1744,52210753.66,8701792.28
Договор 111,2025-12-29,Акт об оказании производственных услуг ДРЛ00001027 от 29.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 60 скважина 1744 ББ21, руб",Демонтаж,Тайлаковское,1744,3628605.71,604767.62
Договор 111,2025-12-29,Акт об оказании производственных услуг ДРЛ00001027 от 29.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 60 скважина 1744 ББ21, руб",Монтаж,Тайлаковское,1744,5892676.04,982112.67
Договор 111,2025-12-29,Акт об оказании производственных услуг ДРЛ00001027 от 29.12.2025 23:00:00,"Выполнение работ по договору №ДРЛ_1 109_19 (ВР-187-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 60 скважина 1744 ББ21, руб",Переезд,Тайлаковское,1744,4512723.61,752120.6
Договор 111,2026-01-01,Акт об оказании производственных услуг ДРЛ00000027 от 01.01.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 35Б скважина 5971, руб",Бурение,Тайлаковское,5971,52308873.92,9432747.76
Договор 111,2026-01-01,Акт об оказании производственных услуг ДРЛ00000027 от 01.01.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 35Б скважина 5971, руб",Демонтаж,Тайлаковское,5971,3689082.47,665244.38
Договор 111,2026-01-01,Акт об оказании производственных услуг ДРЛ00000027 от 01.01.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 35Б скважина 5971, руб",Монтаж,Тайлаковское,5971,5990887.31,1080323.94
Договор 111,2026-01-01,Акт об оказании производственных услуг ДРЛ00000027 от 01.01.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 110_19 (ВР-188-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 35Б скважина 5971, руб",Переезд,Тайлаковское,5971,4587935.67,827332.66
Договор 111,2026-02-26,Акт об оказании производственных услуг ДРЛ00000081 от 26.02.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Бурение м/р Тайлаковское куст 31 скважина 707, руб",Бурение,Тайлаковское,707,45916683.68,8280057.71
Договор 111,2026-02-26,Акт об оказании производственных услуг ДРЛ00000081 от 26.02.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Демонтаж м/р Тайлаковское куст 31 скважина 707, руб",Демонтаж,Тайлаковское,707,3689082.47,665244.38
Договор 111,2026-02-26,Акт об оказании производственных услуг ДРЛ00000081 от 26.02.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Монтаж м/р Тайлаковское куст 31 скважина 707, руб",Монтаж,Тайлаковское,707,5990887.31,1080323.94
Договор 111,2026-02-26,Акт об оказании производственных услуг ДРЛ00000081 от 26.02.2026 23:00:00,"Выполнение работ по договору №ДРЛ_1 111_19 (ВР-189-10203/19-24) от 19.12.2019 Переезд м/р Тайлаковское куст 31 скважина 707, руб",Переезд,Тайлаковское,707,4587935.67,827332.66
